Full_Name;Name;Species;Family;Genus;Temperature;Temp_test;pH;pH_test;Inactivation;CT[mg*min/L]or[mWs/cm2];CT_test;Disinfectant;Source;Reference;GenomeT;GenomeS;GenomeSeg;Envelope;Cell;Method 
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.99;11.03;11.03;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99;13.57;13.57;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99.9;18.79;18.79;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99.99;23.56;23.56;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.2;7.2;90;1.98;1.98;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.2;7.2;99;3.41;3.41;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.2;7.2;99.9;4.63;4.63;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.2;7.2;99.99;5.72;5.72;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.5;7.5;90;2.04;2.04;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.5;7.5;99;3.6;3.6;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.5;7.5;99.9;4.96;4.96;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.5;7.5;99.99;6.18;6.18;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.8;7.8;90;2.69;2.69;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.8;7.8;99;4.72;4.72;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.8;7.8;99.9;6.54;6.54;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;7.8;7.8;99.99;8.18;8.18;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;8;8;90;3.27;3.27;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;8;8;99;5.81;5.81;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;8;8;99.9;8.08;8.08;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;10;10;8;8;99.99;10.14;10.14;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.2;7.2;90;1.81;1.81;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.2;7.2;99;3.11;3.11;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.2;7.2;99.9;4.19;4.19;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.2;7.2;99.99;5.27;5.27;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.5;7.5;90;1.85;1.85;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.5;7.5;99;3.28;3.28;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.5;7.5;99.9;4.53;4.53;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.5;7.5;99.99;5.68;5.68;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.8;7.8;90;2.11;2.11;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.8;7.8;99;3.67;3.67;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.8;7.8;99.9;5.06;5.06;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;7.8;7.8;99.99;6.33;6.33;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;8;8;90;2.34;2.34;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;8;8;99;4.09;4.09;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;8;8;99.9;5.62;5.62;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;15;15;8;8;99.99;7.02;7.02;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.2;7.2;90;1.46;1.46;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.2;7.2;99;2.47;2.47;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.2;7.2;99.9;3.33;3.33;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.2;7.2;99.99;4.1;4.1;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.5;7.5;90;1.59;1.59;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.5;7.5;99;2.74;2.74;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.5;7.5;99.9;3.7;3.7;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.5;7.5;99.99;4.57;4.57;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.8;7.8;90;1.87;1.87;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.8;7.8;99;3.24;3.24;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.8;7.8;99.9;4.39;4.39;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.8;7.8;99.99;5.42;5.42;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;8;8;90;2.17;2.17;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;8;8;99;3.83;3.83;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;8;8;99.9;5.3;5.3;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;8;8;99.99;6.63;6.63;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99;5.4;5.4;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.9;8.4;8.4;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.99;11.5;11.5;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99;14;14;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99.9;18.7;18.7;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99.99;22.9;22.9;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99;1.6;1.6;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.9;3.5;3.5;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.99;6.2;6.2;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99;3.3;3.3;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99.9;8.5;8.5;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99.99;16.6;16.6;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 12 (Travis 2-85);Echovirus 12;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99;2.1;2.1;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 12 (Travis 2-85);Echovirus 12;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.9;4.4;4.4;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 12 (Travis 2-85);Echovirus 12;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.99;7.4;7.4;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 12 (Travis 2-85);Echovirus 12;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99;8.4;8.4;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 12 (Travis 2-85);Echovirus 12;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99.9;18.5;18.5;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 12 (Travis 2-85);Echovirus 12;Enterovirus B;Picornaviridae;Enterovirus;5;5;9;9;99.99;32.3;32.3;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Poliovirus 1 (LSc-2ab);Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;5;5;7.5;7.5;99;1.4;1.4;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Poliovirus 1 (LSc-2ab);Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.9;3;3;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Poliovirus 1 (LSc-2ab);Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.99;5.3;5.3;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Poliovirus 1 (LSc-2ab);Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;5;5;9;9;99;8.2;8.2;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Poliovirus 1 (LSc-2ab);Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;5;5;9;9;99.9;14.7;14.7;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Poliovirus 1 (LSc-2ab);Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;5;5;9;9;99.99;22.3;22.3;Chlorine;BDF;Black et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;7;7;99;0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;7;7;99.9;0.04;0.04;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;7;7;99.99;0.15;0.15;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;8;8;99;0.04;0.04;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;8;8;99.9;0.12;0.12;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV2 (strain 6);Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;5;5;8;8;99.99;0.27;0.27;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV40 (Dugan);Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;5;5;7;7;99;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV40 (Dugan);Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;5;5;7;7;99.9;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV40 (Dugan);Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;5;5;7;7;99.99;<0.04;0.04;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV40 (Dugan);Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;5;5;8;8;99;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV40 (Dugan);Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;5;5;8;8;99.9;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV40 (Dugan);Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;5;5;8;8;99.99;<0.04;0.04;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV41 (clinical isolate);Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;5;5;7;7;99;0.005;0.005;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV41 (clinical isolate);Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;5;5;7;7;99.9;0.01;0.01;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV41 (clinical isolate);Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;5;5;8;8;99;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV41 (clinical isolate);Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;5;5;8;8;99.9;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
HAdV41 (clinical isolate);Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;5;5;8;8;99.99;<0.03;0.03;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;A549;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99;0.97;0.97;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.9;1.4;1.4;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.99;2.9;2.9;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99;0.65;0.65;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.9;1.1;1.1;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B3 (Nancy);Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.99;1.7;1.7;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99;3.6;3.6;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.9;5.5;5.5;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.99;7.4;7.4;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99;4.7;4.7;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.9;7.6;7.6;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.99;10;10;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99;0.96;0.96;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.9;1.3;1.3;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.99;1.5;1.5;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99;0.99;0.99;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.9;1.3;1.3;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 1 (Farouk);Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.99;1.6;1.6;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99;0.82;0.82;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.9;1;1;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;7;7;99.99;1.1;1.1;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99;0.54;0.54;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.9;0.97;0.97;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Echovirus 11 (Gregory);Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;5;5;8;8;99.99;1.4;1.4;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;BGMK;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;7;7;99;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;7;7;99.9;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;7;7;99.99;<0.07;0.07;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;8;8;99;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;5;5;8;8;99.9;<0.02;0.02;Chlorine;CDF;Cromeans et al. 2009;RNA;ss;N;N;RAW 264.7;Plaque assay
